episode,score,target_score,sum_dones,env_done,collision
0,-67.14303958582532,13.802001585294985,-2,False,True
1,314.8255287692904,37.44184156126838,3,True,False
2,267.6707872022631,48.9280424064036,3,True,False
3,318.1497429893951,50.147784360293386,3,True,False
4,265.9758924163508,34.07809116326652,3,True,False
5,293.6680518537565,51.94334914228654,3,True,False
6,351.38375029555175,64.5023292114266,3,True,False
7,273.2869360540191,48.84254070561698,3,True,False
8,415.7464281446855,118.82917935419466,3,True,False
9,-62.93591635448438,5.602959967794558,-1,False,True
10,276.35639518347574,39.62866017824548,3,True,False
11,-18.34610565334921,9.080254901398787,-1,False,True
12,278.7960060585084,29.19839689340578,3,True,False
13,346.4032244634882,62.44562801116873,3,True,False
14,-129.10386777372292,40.157995043224396,-2,False,True
15,308.64743760922136,46.719451716357746,3,True,False
16,-2.2972631778148767,13.19455057844274,-2,False,True
17,-13.74712996011165,51.82766050413831,-1,False,True
18,252.84112351403033,37.956747786815406,3,True,False
19,307.5966176403964,63.681531619608705,3,True,False
20,37.34778902464772,54.050144503788374,1,False,True
21,293.19011055323637,41.83310534542495,3,True,False
22,294.5618494335696,48.09747288367136,3,True,False
23,8.103111704859984,35.824291688676354,-2,False,True
24,-1.7504573743608347,61.16290388387052,-1,False,True
25,301.9550473784726,48.93881975354476,3,True,False
26,261.88526751158946,31.045156696748318,3,True,False
27,306.92892128113283,63.026806244976044,3,True,False
28,-9.489271426256796,-7.6108954742080135,-1,False,True
29,-16.330999692338054,24.494660598505313,-1,False,True
30,336.15489037692384,50.289997064048364,3,True,False
31,301.5077903811305,30.782710139094295,3,True,False
32,272.3098600643196,44.39173289490166,3,True,False
33,302.627819585965,52.68777064352352,3,True,False
34,73.31585302350663,72.12231741562861,0,False,True
35,315.8025827653136,51.790684244137395,3,True,False
36,307.42379009827056,34.27785778930221,3,True,False
37,291.23866487580455,58.1307025394401,3,True,False
38,17.317941697592666,59.308363487662035,1,False,True
39,332.43720720701805,44.98108918163743,3,True,False
