episode,score,target_score,sum_dones,env_done,collision
0,262.97984311237235,29.651359116613087,3,True,False
1,282.749875515902,25.28392015190395,3,True,False
2,303.6747790788254,49.04884728184367,3,True,False
3,295.0027123882681,48.38959444150441,3,True,False
4,322.49549313267534,31.28325451462492,3,True,False
5,281.9745266621816,34.695113545687065,3,True,False
6,286.840146866855,33.914695128611925,3,True,False
7,293.2891789238294,42.123141705925214,3,True,False
8,274.7702670410645,25.33369860327485,3,True,False
9,281.16676482080743,34.33563915328536,3,True,False
10,270.0701484981829,19.23847163082942,3,True,False
11,299.55784448993273,34.400026441471255,3,True,False
12,271.0824947498195,20.508069684199207,3,True,False
13,271.2341936786276,30.053400379427117,3,True,False
14,296.7160203163299,33.03661172937988,3,True,False
15,280.3091815171405,31.902550462566243,3,True,False
16,307.68827730148905,38.02229073357959,3,True,False
17,331.78670750577174,53.38331905697296,3,True,False
18,293.7856669278748,37.983536231390275,3,True,False
19,313.8542845893914,30.104123684442396,3,True,False
20,293.8043560123105,25.57887724629913,3,True,False
21,271.9093884622299,31.510296978320447,3,True,False
22,-70.25232051630978,36.247804308747874,-2,False,True
23,338.49916479258786,45.253993686047465,3,True,False
24,-43.347684838567915,34.54548616599602,-2,False,True
25,258.1071303263117,27.10106217870793,3,True,False
26,300.76603262408247,42.86062946669019,3,True,False
27,313.74259010920485,46.027237481997524,3,True,False
28,279.5034672062158,30.55860841143785,3,True,False
29,268.9310873745187,30.081356563425924,3,True,False
30,289.58027006633006,39.37794140729932,3,True,False
31,301.94518014587214,49.141251544899134,3,True,False
32,279.9769806374135,23.243149837382546,3,True,False
33,309.22798576776995,32.842619245770294,3,True,False
34,290.9546328226106,37.01484309315195,3,True,False
35,299.9189029799045,44.21361835711633,3,True,False
36,265.09383957505406,39.70191138465275,3,True,False
37,295.3846823026629,30.233459475869154,3,True,False
38,276.61188248415755,41.76884466012247,3,True,False
39,339.7919991257568,40.904226540903686,3,True,False
40,286.6649867718926,43.501368815120195,3,True,False
41,289.35616621713297,38.67982837128128,3,True,False
42,279.7339399079795,27.00833800395935,3,True,False
43,319.9130432824479,43.725994093754856,3,True,False
44,323.01730563326015,44.137360938873776,3,True,False
45,343.9482278167512,54.641314487382026,3,True,False
46,261.1092291155197,26.947117283226778,3,True,False
47,271.52577635731416,25.048760531484746,3,True,False
48,272.98832379470434,29.70449608270001,3,True,False
49,268.58857041267487,38.65001349902582,3,True,False
50,287.7195468760398,29.257818343032397,3,True,False
51,310.1557141376394,37.04882249195813,3,True,False
52,299.40738696274394,30.64812868499133,3,True,False
53,290.3156124416248,32.81588027680266,3,True,False
54,281.89287714533015,36.25581240295391,3,True,False
55,262.92123915096454,31.873198491180464,3,True,False
56,265.2003664930028,28.40552110555031,3,True,False
57,303.3854931889824,40.33285800240161,3,True,False
58,296.81373685172974,42.122258798411714,3,True,False
59,298.42794625124463,28.43445306019559,3,True,False
60,287.9712204260741,38.25813389492744,3,True,False
61,277.24881752632433,39.23559341659281,3,True,False
62,291.43055529172665,39.26101871999864,3,True,False
63,272.88975852580995,36.31011277230888,3,True,False
64,290.0368847069782,33.78148422409287,3,True,False
65,323.1011827354226,49.00577748473478,3,True,False
66,320.94099786413705,40.099569411639195,3,True,False
67,296.9524370233049,42.18458394244896,3,True,False
68,260.46793441858586,27.236777325454266,3,True,False
69,327.91060785337515,48.1709161068474,3,True,False
70,329.38036404038337,45.47254725837584,3,True,False
71,285.54384127268673,31.81486996723205,3,True,False
72,309.724984820492,43.827650528976065,3,True,False
73,280.4701126047264,33.656439817074165,3,True,False
74,269.20348173627673,38.345922256255086,3,True,False
75,278.1927341533695,29.58626168099679,3,True,False
76,342.2477497151806,37.222358145925284,3,True,False
77,257.0722921351848,24.84520029741621,3,True,False
78,281.5965165871314,35.132485435562735,3,True,False
79,302.7005487007648,43.621813878589805,3,True,False
80,341.778547376146,41.01949411621066,3,True,False
81,284.99756766738517,29.901666843577964,3,True,False
82,295.27757249635806,46.12485785255996,3,True,False
83,276.14897821867805,32.685308279153915,3,True,False
84,305.10811644024767,30.924961325032296,3,True,False
85,296.6402965623678,37.971342985162025,3,True,False
86,268.41773853771133,32.25084179754632,3,True,False
87,270.92412908246877,29.910084372385274,3,True,False
88,291.00959077357766,28.442012767275024,3,True,False
