episode,score,target_score,sum_dones,env_done,collision
0,362.0597479784109,61.02792885861355,3,True,False
1,321.71911241222926,38.279835165296134,3,True,False
2,262.18799126618444,28.184273353370617,3,True,False
3,328.3893880126619,44.111520019162526,3,True,False
4,299.63014401315985,47.32668095115885,3,True,False
5,265.99373532888217,27.64635952317983,3,True,False
6,284.1037615078453,54.45305784696261,3,True,False
7,270.70266614320656,24.89688758432554,3,True,False
8,306.6471573536404,39.016741172070816,3,True,False
9,307.9849493830869,38.58793538707709,3,True,False
10,263.467091584381,35.8164534039573,3,True,False
11,-21.07460168128342,32.1686834284869,-1,False,True
12,287.6602969942023,35.9645957764332,3,True,False
13,331.2146808367555,40.72525213627512,3,True,False
14,322.8059586641715,48.132190183994204,3,True,False
15,298.884350652716,32.69315575078576,3,True,False
16,310.0678552518139,38.47576091386792,3,True,False
17,314.52623059013075,54.79241144453397,3,True,False
18,321.3556869635108,60.206289784403296,3,True,False
19,273.7949466663846,32.39673425457286,3,True,False
20,298.98648141261214,50.154552538371405,3,True,False
21,301.98169358751755,48.55397754078615,3,True,False
22,299.0255998795651,37.747709023096036,3,True,False
23,294.08302038935994,38.625497180237076,3,True,False
24,295.92773935630885,46.341624334047424,3,True,False
25,356.54158513706517,59.24414941089555,3,True,False
26,-46.1886017023231,23.175468175727815,-2,False,True
27,304.2405396777159,57.27592845384033,3,True,False
28,307.8421468592393,58.326676545111475,3,True,False
29,294.53548019675156,40.88844958138394,3,True,False
30,297.129658371722,37.87880376510319,3,True,False
31,291.86915253491577,44.700006995335684,3,True,False
32,291.1958954506289,25.354396533551366,3,True,False
33,330.1627624062717,60.59231264922527,3,True,False
34,319.76484035856674,51.07490623343656,3,True,False
35,357.07635434808776,71.41120213329181,3,True,False
36,302.7564003104351,32.161873570719,3,True,False
37,-42.71777658203975,25.798576484284727,1,False,True
38,307.4326783329889,55.25962118673237,3,True,False
39,293.8855579919794,40.30093703411608,3,True,False
40,283.0440972013006,41.862760782304754,3,True,False
41,299.5859212010147,38.30109753100737,3,True,False
42,262.83584224154527,28.277656800287044,3,True,False
43,-93.32615689205616,27.53387466075972,-2,False,True
44,306.6291868311029,55.09946265305705,3,True,False
45,299.1812221443741,49.20550495153504,3,True,False
46,332.23784338911486,34.87786518072172,3,True,False
47,368.26468476957007,58.82608797495719,3,True,False
48,-69.6910926922009,34.58325738955553,-2,False,True
49,287.0024002312799,31.224927902313194,3,True,False
50,300.8822985496513,29.044296199210642,3,True,False
51,337.02385420819667,48.56158008224124,3,True,False
52,266.2613245948813,48.80350391901889,3,True,False
53,263.2269157946308,30.927445962237417,3,True,False
54,274.7299634726868,13.821204118039859,3,True,False
55,277.50807526107224,49.270716623768266,3,True,False
56,343.85125620430915,54.448231018669034,3,True,False
57,330.7307099434809,31.118501748356582,3,True,False
58,-14.726470847807995,47.2637888985885,0,False,True
59,291.10773850176196,40.54423093491804,3,True,False
60,299.4440580575408,40.718740040592564,3,True,False
61,308.5545120413376,32.607622392894235,3,True,False
62,314.835269963677,41.057889682201456,3,True,False
63,-45.233665573356404,38.72775190844774,0,False,True
64,-103.92808202904754,15.688760894302492,-1,False,True
65,285.1523716668402,51.35350700354791,3,True,False
66,386.71354758612324,69.93067545466309,3,True,False
67,300.21850871845453,36.402136004508954,3,True,False
68,322.3743501293474,54.985384415661116,3,True,False
69,284.9636133991192,33.46146489611175,3,True,False
70,-0.835431036621415,68.87260230799454,-1,False,True
71,295.89942877155886,37.89294078333027,3,True,False
72,430.37375820553643,43.90701911884184,3,True,False
73,-40.82790257802884,17.482189273661664,-1,False,True
74,317.7912610365832,59.58236211813334,3,True,False
75,397.736956209397,79.79064406061647,3,True,False
76,299.45905449155526,53.25877747339056,3,True,False
77,273.2497149729694,29.898897737586466,3,True,False
78,284.2677218937617,44.75392597975545,3,True,False
79,-23.930599377121226,57.757651128276336,-1,False,True
80,288.6724766185191,49.52147813695854,3,True,False
81,-28.91899697703839,55.55641457923407,-2,False,True
82,291.12189873124623,32.26489302088937,3,True,False
83,425.73582946165436,73.62043158638974,3,True,False
84,-30.297684777531373,22.12544369970311,-1,False,True
85,288.53948353023316,20.64896218370842,3,True,False
86,281.1780984610334,39.2582645944472,3,True,False
87,289.57824446657946,36.85107056538071,3,True,False
88,334.5379252672034,55.14578316622614,3,True,False
89,339.4945924079202,57.497364452622364,3,True,False
90,299.2065028196808,38.94804974581081,3,True,False
91,298.137063517785,36.22383598273905,3,True,False
92,297.79059678342554,49.39706095831445,3,True,False
93,299.00731724058926,40.8873968449215,3,True,False
94,320.8602901016254,39.35805195593057,3,True,False
95,331.8941815121093,48.82223923342067,3,True,False
96,313.69113369080003,38.560937950285165,3,True,False
97,305.5367808879937,36.886148558071184,3,True,False
98,-29.252583392057595,17.938015647029946,-1,False,True
