episode,score,target_score,sum_dones,env_done,collision
0,-42.47560840714714,44.096123490268546,0,False,True
1,301.50145731873096,65.79476310613089,3,True,False
2,-41.01340871768263,28.963223967533978,0,False,True
3,-29.792070610067398,21.55248321750998,-1,False,True
4,285.5570873340477,47.591721374465465,3,True,False
5,288.0784110600298,39.32332255724493,3,True,False
6,309.5408027235861,69.29308463354985,3,True,False
7,300.1518918672415,71.67869494147226,3,True,False
8,284.9308271506341,62.624708054119544,3,True,False
9,283.8896020197319,61.511539822433285,3,True,False
10,277.5318280259135,22.485573523966835,3,True,False
11,266.09801210242483,60.11602211409372,3,True,False
12,294.0358167969271,47.568458399509844,3,True,False
13,305.71095999781386,51.22715328518027,3,True,False
14,321.06900682972736,54.99383282266416,3,True,False
15,313.93521941120287,38.18294768598519,3,True,False
16,361.30177101930286,71.24116631079518,3,True,False
17,300.4124329388759,52.99875678729469,3,True,False
18,296.11945925313773,65.49152348181124,3,True,False
19,355.8499862383029,60.93184978295334,3,True,False
20,384.37776998561816,85.22488740197174,3,True,False
21,-51.00854053079169,13.832702853017224,-2,False,True
22,288.7284990189289,34.10390132188838,3,True,False
23,308.70481340095137,34.24512028650392,3,True,False
24,291.454673198441,68.70081339199821,3,True,False
25,300.8843413615502,45.24677846838346,3,True,False
26,306.8619466576411,41.361631738562664,3,True,False
27,351.3816603571373,73.20767551002209,3,True,False
28,-109.55582498334854,20.53391539246553,-2,False,True
29,287.2438917414215,54.401948788941176,3,True,False
30,319.22304127241915,73.16525456554254,3,True,False
31,335.2420924087987,58.14203324752079,3,True,False
32,-20.904511913915762,31.1393460749767,-1,False,True
33,-87.14074031477199,65.14166092522629,-2,False,True
34,10.291840355284485,47.72331915780009,-1,False,True
35,306.6818251472604,44.697477618481884,3,True,False
36,307.6345068163684,53.04121894229981,3,True,False
37,302.3055165495058,59.2918813074661,3,True,False
38,294.0257398123002,45.31937378468449,3,True,False
39,298.3747071100344,50.685909877611856,3,True,False
40,296.6271340615654,53.2056383513465,3,True,False
41,269.5371265934097,35.80860812138465,3,True,False
42,318.1885984216871,58.02995168329902,3,True,False
43,-62.75641464843015,22.124320134122314,-1,False,True
44,281.78132631096,53.637491378509814,3,True,False
45,339.2446352164289,66.16279050444271,3,True,False
46,278.3033591895479,42.42061684424322,3,True,False
47,273.9865952759916,37.63692463783859,3,True,False
48,17.995622112981955,37.94694704909871,1,False,True
49,332.8545318869506,59.38315157944206,3,True,False
50,317.6979232661322,74.80411289173641,3,True,False
51,302.6595373129642,34.7560548087588,3,True,False
52,294.82335968815505,49.79569172560751,3,True,False
53,288.399212753286,42.02463066760886,3,True,False
54,295.5153905937427,59.667102702979726,3,True,False
55,301.4042118738238,54.030487044499246,3,True,False
56,295.64709307696637,36.843194046297256,3,True,False
57,290.14479307767465,36.778564406395624,3,True,False
58,-23.06704816769266,33.42831737438488,-1,False,True
59,329.15289482214064,53.996582915454496,3,True,False
60,297.4422746748006,58.62304082361368,3,True,False
61,18.298847293735697,28.94845490656262,0,False,True
62,288.81300960457196,87.12154062566982,3,True,False
63,288.60332932254903,65.79331398812873,3,True,False
64,-17.535654849830834,40.04222720196525,-1,False,True
65,39.778649971050704,44.752858921125444,1,False,True
66,282.10902986217013,52.509230910598006,3,True,False
67,286.2905036612951,37.84141486884961,3,True,False
68,321.8233732263281,46.70756802266984,3,True,False
69,307.21691703664186,58.03232774590152,3,True,False
70,315.8754003717586,47.22048667005379,3,True,False
71,310.3179900386043,75.21697288076413,3,True,False
72,-55.83023638425018,32.80131614817476,-1,False,True
73,-77.54288008282862,66.74788445467414,-1,False,True
