episode,score,target_score,sum_dones,env_done,collision
0,-41.11280609168276,29.406868357193403,0,False,True
1,-46.69164771132943,12.147873980987425,-1,False,True
2,282.6993313879236,35.13118350810516,3,True,False
3,306.96044410353574,41.65153758934817,3,True,False
4,475.29643008983487,56.07567920675876,3,True,False
5,291.1302527356997,44.90433288196336,3,True,False
6,-8.163372472731211,34.439529069992034,0,False,True
7,280.6388729220754,51.61044530145013,3,True,False
8,271.77552812897727,33.948915221224375,3,True,False
9,326.28985977198664,41.84821915073576,3,True,False
10,272.622422462476,55.001869610734836,3,True,False
11,-18.11291529572759,42.70106409725103,-2,False,True
12,199.92675633852653,58.847100231786776,2,False,False
13,357.02618934445564,42.00584341497974,3,True,False
14,290.46950727163244,45.639597792602856,3,True,False
15,293.1075274854047,30.531230545270265,3,True,False
16,314.194683512285,61.73393914863036,3,True,False
17,306.23209624290354,30.6571642653927,3,True,False
18,290.6674488515374,51.92736901786368,3,True,False
19,271.41952842263333,36.04208891142322,3,True,False
20,306.2262401681704,42.31030273074072,3,True,False
21,292.024577736254,23.674145655452996,3,True,False
22,282.89291031235103,41.013990985990766,3,True,False
23,296.4727688313192,45.349609511716395,3,True,False
24,294.5947114623681,43.023667155681956,3,True,False
25,303.6532128693371,41.925310445786685,3,True,False
26,317.7549791067286,62.62818782768019,3,True,False
27,323.42296806216007,34.517018952904415,3,True,False
28,406.43460376345934,50.764389071426834,3,True,False
29,296.16976221777435,32.188855698986735,3,True,False
30,296.68852118990327,46.46725062904815,3,True,False
31,300.2877502959836,52.44439780118837,3,True,False
32,285.3010814096162,35.99046989886889,3,True,False
33,337.3873107885963,42.4760351688633,3,True,False
34,267.30589383756376,26.428513164734266,3,True,False
35,281.3049636946172,35.16304881022069,3,True,False
36,233.52226449808708,66.98053400548768,2,False,False
37,283.5550359623593,36.57534253396989,3,True,False
38,-1.711738072045918,29.51834262895257,0,False,True
39,290.54332105354547,28.0631820589941,3,True,False
40,290.95902321565046,34.51628827122133,3,True,False
41,300.4080311463078,50.428900527383966,3,True,False
42,297.4033046645625,41.10293947700991,3,True,False
43,312.1032456139991,46.91870273167439,3,True,False
44,31.584419837631287,53.63764560601073,-1,False,True
45,301.3668958027419,49.35987723287026,3,True,False
46,-59.81311234948755,56.55927117118874,-2,False,True
47,297.58331566351427,49.609231994809576,3,True,False
48,296.1077961778206,28.159551284854874,3,True,False
49,284.5647660032682,45.12337987493808,3,True,False
50,295.6226206594733,54.32415259274811,3,True,False
51,-46.31000502238109,15.152056069104905,-2,False,True
52,289.79947075508284,32.23543604602229,3,True,False
53,295.16213840957613,44.20754852982888,3,True,False
54,295.9801444185083,35.460680382792354,3,True,False
55,270.1407396107017,39.65098321752715,3,True,False
56,301.0825738828808,47.76323884860673,3,True,False
57,310.8761608372066,32.07563082642559,3,True,False
58,288.87477010554676,25.54084103627664,3,True,False
59,353.28451402908803,58.81829801688695,3,True,False
60,262.80814544379666,19.73610810168467,3,True,False
61,304.7585809384746,41.12117957832353,3,True,False
62,307.12280857197163,41.8243771906642,3,True,False
63,293.3695745969377,38.61937113483379,3,True,False
64,290.7947384936188,54.448092538373075,3,True,False
65,288.0355454225476,52.77147611752796,3,True,False
66,301.45985702610864,40.8193740821793,3,True,False
67,356.43543344036925,72.52605891364286,3,True,False
68,320.7544505870205,38.01650442430786,3,True,False
69,-114.58159162737681,41.53600992982416,-2,False,True
70,320.576550511337,56.35889243545558,3,True,False
71,306.81619847178735,43.95259994889827,3,True,False
72,-78.75127587739377,48.69912050264979,-2,False,True
73,265.8280904053283,28.626656201050462,3,True,False
74,280.3291290943732,37.992854575669575,3,True,False
75,318.55916721042934,37.8055000900825,3,True,False
76,299.11754438059165,40.985138599979166,3,True,False
77,368.52891123980316,68.63613060375562,3,True,False
78,288.55395956138346,59.36103941082427,3,True,False
79,360.3802819436695,61.565604266285774,3,True,False
80,274.0211895143296,32.893332946075674,3,True,False
81,318.96259517158774,43.67693600773654,3,True,False
82,317.91756399919984,49.705745458088934,3,True,False
83,270.4280792149276,23.32403676413386,3,True,False
84,304.9088709281058,49.932577403442075,3,True,False
85,282.5993574534805,24.974139377027978,3,True,False
86,276.3864304859942,41.403515628416024,3,True,False
87,284.8275570579166,33.52651950264645,3,True,False
88,315.2095039265867,49.718159095438295,3,True,False
89,302.77444816677024,32.91398673379005,3,True,False
90,284.42497379807577,37.81430412213985,3,True,False
91,271.7227666079776,34.17218124998626,3,True,False
