episode,score,target_score,sum_dones,env_done,collision
0,307.326214244225,51.95767502242338,3,True,False
1,262.9144730735166,14.182990674191718,3,True,False
2,328.6890347635323,53.49044896289533,3,True,False
3,305.28712456954133,42.09991198670056,3,True,False
4,284.72841905764386,34.243846178648056,3,True,False
5,296.59744098740003,50.99944409009432,3,True,False
6,314.76531141278656,30.3053527456888,3,True,False
7,311.2518132139537,37.50818630016611,3,True,False
8,281.5615648552365,41.56010557384245,3,True,False
9,314.9410003964462,57.30221076210929,3,True,False
10,-40.51777271495297,17.96178091418404,-1,False,True
11,312.7247866898626,41.50931337269579,3,True,False
12,298.0169710780457,34.0045829766714,3,True,False
13,310.86400682104096,37.969142778626015,3,True,False
14,282.3649964232743,50.83412947028396,3,True,False
15,284.96409659661316,21.16364379641629,3,True,False
16,-77.65720764315441,35.75737011220991,-2,False,True
17,343.95895315664427,49.1079377813777,3,True,False
18,290.5923135830844,40.23436564631463,3,True,False
19,277.7345765458499,38.739002478234475,3,True,False
20,284.2942960026268,37.33055819710058,3,True,False
21,295.94076950510396,39.245161071963444,3,True,False
22,323.91920143509276,38.215842390826616,3,True,False
23,280.53441148637336,40.71424577557927,3,True,False
24,339.0755954755825,52.71963782732009,3,True,False
25,285.7241759965729,37.2976438525479,3,True,False
26,277.57661324942336,55.55935442691293,3,True,False
27,274.7225528927394,24.299646148752004,3,True,False
28,290.147000233302,42.37690768572075,3,True,False
29,292.64155864417984,44.97226343037603,3,True,False
30,343.97327251986945,47.94526769625657,3,True,False
31,293.7913234913378,38.494312014400805,3,True,False
32,316.5064436710176,27.98483598828653,3,True,False
33,307.6397171248926,35.886925372054115,3,True,False
34,291.1373083389567,51.79065639863578,3,True,False
35,284.07753882626986,41.07182094654868,3,True,False
36,158.31238266841936,52.154053861879675,3,True,False
37,312.2854160488912,53.384213504379844,3,True,False
38,331.74151195577,58.13894320428412,3,True,False
39,365.0076427379093,62.957668565674254,3,True,False
40,303.5625168724234,44.32338106429402,3,True,False
41,-19.71649137172185,28.188261986017395,-1,False,True
42,276.751597620561,37.027055354445416,3,True,False
43,297.5064902078446,46.929435939601724,3,True,False
44,304.65527482133905,56.069088940685404,3,True,False
45,316.1866767749091,47.137996763817654,3,True,False
46,315.7543930481247,41.463033664916004,3,True,False
47,-31.319023409755395,22.65789300998997,0,False,True
48,307.9591183803145,31.53048679110306,3,True,False
49,321.5306273440222,56.96030978430575,3,True,False
50,-60.09084272575494,23.13245832112916,-1,False,True
51,320.90518605439365,45.85818873336656,3,True,False
52,296.6093530862303,73.9613743055109,3,True,False
53,-4.7464674579285315,30.52756104958133,-1,False,True
54,-20.875208864559255,40.63134096504636,-1,False,True
55,279.2686850531273,57.95327009703187,3,True,False
56,283.8626520801555,28.655676357755198,3,True,False
57,301.2510844727421,25.278846559171537,3,True,False
58,327.4796297962028,61.561137946398716,3,True,False
59,305.63047820527197,39.260809856695325,3,True,False
60,-28.201134724472624,27.440434804364138,-1,False,True
61,-46.40742728895256,15.247878456967497,-2,False,True
62,277.8662846316445,19.789856484800943,3,True,False
63,322.49481757077655,62.220773087699186,3,True,False
64,-24.921920551218108,33.47308895491748,0,False,True
65,-4.749629270427839,35.54798722684062,-1,False,True
66,279.61619359377505,31.68899701769496,3,True,False
67,312.79716530348674,45.11683811478162,3,True,False
68,299.4497635471925,29.830979905066208,3,True,False
69,-80.18558998037346,55.389039076109555,-1,False,True
70,332.18355604398835,28.092396756375486,3,True,False
71,142.92994400229114,35.9241650220969,2,False,False
72,292.5060088220999,30.88903972484561,3,True,False
73,121.5619941065645,65.47803048772332,2,False,False
74,282.53013053980976,26.410046918603914,3,True,False
75,309.8182095847142,57.27796103932584,3,True,False
76,-92.70671648327273,33.43050795803152,-2,False,True
77,292.9498575221105,26.14704283863926,3,True,False
