episode,score,target_score,sum_dones,env_done,collision
0,7.446917715271404,31.761591205053826,0,False,True
1,349.0246410488367,71.62443103657873,3,True,False
2,366.2691996888357,36.98990172934843,3,True,False
3,294.4934216002092,36.90501094274199,3,True,False
4,298.8311906399433,42.12908049719645,3,True,False
5,386.8065519167334,74.94052325836299,3,True,False
6,294.34682261956164,53.95876320958859,3,True,False
7,-84.48362725351821,23.120015485839666,-1,False,True
8,-18.12051532334914,39.55442707467998,0,False,True
9,273.66541477254253,45.94192806611732,3,True,False
10,307.8897828148034,59.18076347293564,3,True,False
11,327.1603933977648,62.079547991917906,3,True,False
12,297.6423988717915,47.953635483197814,3,True,False
13,313.2742032959401,43.060278075865284,3,True,False
14,299.9623274405878,31.14122981105936,3,True,False
15,304.7203131889262,30.31878755225819,3,True,False
16,350.5443934540152,53.85738104121842,3,True,False
17,295.36172524796103,49.95134437002396,3,True,False
18,89.32864339166073,48.714969601131095,2,False,False
19,335.27674232084775,55.41409466242679,3,True,False
20,-43.519691532281755,57.72714550768172,-1,False,True
21,273.8816025077551,31.145278222581943,3,True,False
22,285.971680568342,53.21013815782238,3,True,False
23,298.13356255271697,37.46655621306543,3,True,False
24,16.177702014981122,37.94406215117545,1,False,True
25,308.49759831125857,56.325165688224835,3,True,False
26,288.1966033513692,31.326771627002163,3,True,False
27,-52.296332372620306,17.28196230284247,0,False,True
28,275.9646234150175,32.20526605062194,3,True,False
29,321.44485588423265,42.84094207156392,3,True,False
30,-14.955684488160507,35.08272372307001,-1,False,True
31,311.9503212988891,46.54309574360406,3,True,False
32,-36.794807772385965,24.931803888405348,1,False,True
33,-39.59930836180898,27.448702639261377,-1,False,True
34,332.1478065030267,66.68057328831541,3,True,False
35,276.33369486487,24.964337769414637,3,True,False
36,-45.396877472907136,25.094221850161116,0,False,True
37,298.2015013977655,33.242338571076935,3,True,False
38,-39.480360922957246,39.51414282795475,0,False,True
39,332.2728794212929,58.24919601736293,3,True,False
40,312.2679221754257,60.197784509778764,3,True,False
41,278.77070617773904,29.739271304695514,3,True,False
42,262.2251380739915,24.10879045734646,3,True,False
43,328.38902318408407,63.001188193443234,3,True,False
44,369.66006261398053,41.57939899777496,3,True,False
45,-65.07496817559161,38.72894628925333,-2,False,True
46,301.2200228341544,24.89583194284782,3,True,False
47,334.94375585506623,78.6576182682329,3,True,False
48,296.09784075073617,27.451771337482125,3,True,False
49,285.4538549443539,47.313111811113515,3,True,False
50,287.47265722455563,30.72371857607826,3,True,False
51,-87.14831706754087,42.57000807143866,-2,False,True
52,313.90606687661574,32.032479845348405,3,True,False
53,308.104829044423,31.811812375429835,3,True,False
54,-52.66288171675865,37.867167227736545,-2,False,True
55,314.4093918640637,44.10682426393267,3,True,False
56,296.7024522722124,33.46273188642645,3,True,False
57,328.6645493007639,45.79980587448875,3,True,False
58,-83.94217483879666,36.854159864832596,-1,False,True
59,327.5409600894748,32.43368544971719,3,True,False
60,297.18575773720374,48.55036909406917,3,True,False
61,20.34156126366061,23.170551799873476,1,False,True
62,324.24304598661786,53.10425650233568,3,True,False
63,280.27011287401683,24.59276508240577,3,True,False
64,-58.3171499597268,6.173957421345383,-2,False,True
65,311.2417953473322,43.08548589220368,3,True,False
66,3.2626782918125414,40.06469631442881,-1,False,True
67,307.2102954993117,65.31411632915552,3,True,False
68,322.3638202458069,38.20735475085326,3,True,False
69,-18.844398166860564,30.38152679671883,0,False,True
70,-52.38599723647295,17.92975376579986,-1,False,True
71,290.44737830525366,34.04470619471061,3,True,False
72,316.1011384088738,47.35378550875055,3,True,False
73,335.1511717452457,47.377349321617594,3,True,False
74,301.34203914998835,43.42244737896656,3,True,False
75,304.7841050805455,51.30330455542896,3,True,False
76,295.401519161966,53.3638302179201,3,True,False
77,367.6282062230661,42.21366286931439,3,True,False
78,-57.79997326949336,53.781348529922255,-1,False,True
79,330.41264611127986,62.76588099522309,3,True,False
80,299.08001048227385,51.894535617756034,3,True,False
81,363.6357099782862,82.71009023584301,3,True,False
82,-15.811197644420254,53.192996352096166,0,False,True
