episode,score,target_score,sum_dones,env_done,collision,steps
132,17074.35529579522,87.36729447445103,3,True,False,161
133,27.094536852375825,45.90420283107615,0,False,True,75
134,-66.65656069605384,38.73204647557787,-1,False,True,91
135,28585.576683844796,85.79746007524733,3,True,False,161
136,18712.650952133296,104.08460281662107,3,True,False,161
137,22305.74835590357,125.66246920250968,3,True,False,161
138,27162.034146879512,103.88952772933335,3,True,False,161
139,6215.382261392383,45.36651623442185,3,True,False,104
140,25458.061506949984,88.62991695438826,3,True,False,161
141,18006.425108923195,92.36362457700587,3,True,False,161
142,22302.454028586726,93.9952042610182,3,True,False,161
143,-111.40384846116373,43.560301232861214,-2,False,True,38
144,26464.522262502112,92.3856514832885,3,True,False,161
145,9880.326901727076,85.61221541019846,3,True,False,116
146,25192.35371074377,83.71660121689312,3,True,False,161
147,3649.580727505444,70.23000482603264,2,False,True,82
148,25535.24078779112,83.9287714857365,3,True,False,159
149,11853.051885992805,48.29767381062263,2,False,True,95
150,23047.735454533948,84.88225247556912,3,True,False,161
151,16460.089042004325,78.51140894665912,2,False,True,134
152,1140.942869495736,53.88629480969462,3,True,False,55
153,22695.0019439247,71.45437998086102,3,True,False,157
154,-108.51908093795006,19.357782796403367,-2,False,True,33
155,135.59955966232195,58.94887886394616,2,False,False,161
156,-58.756079043090104,4.755914427004156,-1,False,True,7
157,24182.7753844239,76.06929324179954,3,True,False,161
158,20891.953311269,83.381053523497,3,True,False,161
159,-61.587491898015884,0.5403076142185732,-2,False,True,9
160,-64.67150114748384,18.767624514073475,0,False,True,71
161,499.0074551965324,46.010316671393205,2,False,True,85
162,-41.29329989428483,30.190021464961166,-1,False,True,21
163,24940.36922407358,74.18218253636718,3,True,False,161
164,-12.518471535375909,46.89340240984608,1,False,True,51
165,12734.400746399826,77.49366849301953,3,True,False,161
166,20108.304432647914,103.44263779033308,3,True,False,161
167,20664.855244717583,83.18155248249639,3,True,False,161
168,-22.756841930409294,9.64076098532999,1,False,False,161
169,18463.09837555026,66.93048319834203,3,True,False,161
170,12909.221688275735,87.13024735643437,3,True,False,161
171,24955.926240483583,110.64413760623897,3,True,False,161
172,28592.522173100682,97.0856218709612,3,True,False,161
173,-130.89000558820197,22.636014209118752,-1,False,True,38
174,25244.106300447336,77.95392215159151,3,True,False,161
175,25483.942669452612,86.16143158290093,3,True,False,161
176,-22.964402359695995,62.98575630639771,-1,False,True,89
177,21630.507344961552,88.1313324665404,3,True,False,161
178,4948.764286102337,72.03527821880942,3,True,False,161
179,22705.751700775483,61.80265684934405,2,False,True,143
180,715.3448018481904,44.5416525136762,2,False,True,60
181,1663.3837433394633,70.88039340769387,3,True,False,92
182,20586.55971093049,71.50342672672014,3,True,False,161
183,-51.05274571446677,63.95187907696246,-1,False,True,64
184,19908.087848218554,82.97054869925162,3,True,False,161
185,5643.647399090182,72.58444498949466,3,True,False,161
186,-66.52074702437471,43.68286549908001,-1,False,True,58
187,-96.27791664156958,30.297873413354345,-1,False,True,75
188,27123.250623641787,62.35994318451764,3,True,False,161
189,9183.990593514485,63.70692339295081,2,False,True,100
190,-115.27369756355058,17.618382314977744,-1,False,True,52
191,-38.78082844720129,44.54576566877086,1,False,True,86
192,28358.874217678836,84.36097939844989,3,True,False,161
193,15891.630903687905,97.85426749701273,3,True,False,161
194,-71.01763386650349,64.83713803584425,-1,False,True,68
195,20844.446362705654,85.90866412309352,3,True,False,161
196,24033.460189418936,88.19689302146605,3,True,False,161
197,-66.10290384914231,-3.47021667470598,-1,False,True,4
198,17785.420107898055,109.98908733763714,3,True,False,161
199,4538.505782810728,54.52176426348971,3,True,False,76
200,27854.732265272934,70.35733581129927,3,True,False,161
201,7003.668274708947,64.81068598089612,3,True,False,94
202,10869.588092421654,71.24310824155562,3,True,False,129
203,-27.38056742078816,65.52236521158768,0,False,True,61
204,-55.87045962311878,27.82839524704861,-2,False,True,27
205,6784.502224688545,114.39596814333784,3,True,False,147
206,-57.206527902361614,12.018658530964307,-2,False,True,20
207,17546.32010233418,80.69118243090986,3,True,False,161
208,69.41260873559243,78.97507095074546,0,False,True,101
209,-15.833891576154798,47.7994636944159,-2,False,True,98
210,24953.884667697217,84.7896492078942,3,True,False,161
211,6896.833051844812,69.02667252201793,3,True,False,161
212,2346.8746531778415,98.94589036798052,3,True,False,161
213,3417.6416886235056,58.99809971960729,2,False,True,87
214,-29.307467164476755,37.820939425215016,1,False,True,54
215,9953.878648181759,66.44956916775303,2,False,True,118
216,16135.262064722898,59.36345175173034,3,True,False,99
217,27636.423771810296,88.2879589157687,3,True,False,161
218,185.98080461289683,57.59180212760079,2,False,False,161
219,17491.66435973831,70.8836032525164,3,True,False,161
220,20597.622690888627,75.2939995363763,3,True,False,161
221,-51.185301591061936,19.10401993350629,-2,False,True,14
222,20735.153511913184,53.18827759330104,2,False,True,144
223,-46.57466503678581,26.72112602956431,0,False,True,65
224,16083.728596810979,64.32971232722329,3,True,False,161
225,520.8115206235767,54.595678936651254,2,False,True,85
226,-51.41775525140119,42.70484737690491,-2,False,True,53
227,-50.5304234476169,8.0894468700265,0,False,True,156
228,-110.52757743779118,52.47382749404414,-2,False,True,48
229,-66.30525624659097,52.338231593678806,-1,False,True,70
230,8822.331712503425,96.65288551508291,3,True,False,161
231,18005.743470378082,90.18176861109312,3,True,False,161
232,-60.819995249537676,18.327623182019753,-1,False,True,28
233,12067.791740465504,92.83093975892497,3,True,False,152
234,-47.07871290416752,49.36451503803619,-1,False,True,49
235,21107.284226082622,74.23234828453644,3,True,False,161
236,205.6585838293257,62.63053158692054,2,False,False,161
237,27143.52304960841,84.68624528378506,3,True,False,161
238,26323.604422869765,73.1645179481804,3,True,False,159
239,-57.48314660523012,35.41724170022207,-1,False,True,58
240,13870.144629485749,73.70682438742587,3,True,False,161
241,12550.096711319275,62.87012544022866,2,False,True,120
242,23741.08370833181,59.97117151305176,3,True,False,161
243,8654.41335447506,75.1524382056336,3,True,False,116
244,21349.102432784442,89.64037405775957,3,True,False,161
245,-59.56575689311948,2.5796998651356384,-2,False,True,5
246,-82.09212621048633,28.31423625069615,-2,False,True,50
247,14652.22790550638,109.48156098708824,3,True,False,161
248,20188.830495840295,98.28940355458863,3,True,False,161
249,1859.2158387021336,62.878339509894005,3,True,False,161
250,0.7607527589869107,57.99396040057904,0,False,True,59
251,2587.3198927230987,37.58812140564667,3,True,False,66
252,-107.44100365349365,34.3327569598073,-2,False,True,27
253,15622.422139396474,90.16678842311623,3,True,False,161
254,142.5160058021204,91.25468795838115,2,False,False,161
255,2679.788190389626,42.331926946623895,3,True,False,98
256,23549.38181341585,85.06695259714785,3,True,False,161
257,-54.41361070141901,22.95198743779366,-2,False,True,21
258,19.44489615936054,50.98664007501807,-1,False,True,89
259,21869.2475963063,84.4576573430612,3,True,False,161
260,6778.5103721026635,82.31053538517693,3,True,False,131
261,23508.388654194852,86.20687344637285,3,True,False,161
262,2420.917803104438,22.070429897942788,3,True,False,64
263,15.832696287225481,39.55161822074894,0,False,True,94
264,63.576350482023,63.534810527167295,0,False,True,139
265,24240.716035286398,71.11569501711726,3,True,False,161
266,-38.79699883691491,59.37935998858771,-1,False,True,69
267,26405.051921714625,94.49450522280752,3,True,False,161
268,721.0912356469386,27.133815016327702,2,False,True,51
269,2625.332428913586,74.28009357036589,3,True,False,123
270,7934.631051066679,69.41283934736204,3,True,False,108
271,-62.5333125551282,49.2007018269045,-1,False,True,52
272,21110.00448341801,80.66236922353295,3,True,False,161
273,14772.64566858599,83.60851959965646,2,False,True,134
274,79.27091471846602,16.30476368618946,2,False,False,161
275,26435.988678413556,107.01038600796002,3,True,False,161
276,-5.02802845035539,18.28399248905628,2,False,False,161
277,9426.975634424076,59.11632245594106,2,False,True,113
278,23495.099791838296,63.34057343885453,2,False,True,150
279,19379.807631448853,71.43200085081392,3,True,False,161
280,1341.0389283344557,78.28427900636505,3,True,False,161
281,16482.048255978785,79.61985669481533,3,True,False,161
282,28110.90424167507,89.5685787001132,3,True,False,161
283,-57.5444657727589,10.726570424566889,-2,False,True,22
284,16306.967860807938,96.26035798390208,3,True,False,161
285,17983.11050592931,78.08907061180405,3,True,False,161
286,-8.347133067920467,40.98001942830235,1,False,True,64
287,-17.568840191546116,35.985909219858144,-1,False,True,97
288,8122.737053860491,100.55311783352677,3,True,False,161
289,-121.13519796847098,9.344630409364333,-2,False,True,15
290,-95.40117034519442,30.47856844240849,-1,False,True,60
291,1446.7468963486426,57.59178528523985,2,False,True,69
292,8384.820911021054,50.79299642356978,3,True,False,161
293,18170.513364999097,71.28280974494834,3,True,False,161
294,9702.097964617607,50.07456534108448,2,False,True,109
295,22812.415048516254,69.26983834658638,3,True,False,161
296,16229.245523344563,68.74184008868014,2,False,True,122
297,12205.795079732698,76.06790133017375,3,True,False,161
298,437.87449067461745,50.545969163450735,3,True,False,78
299,21786.964003346144,70.70208758664916,3,True,False,161
300,20138.2452717968,99.74497727638355,3,True,False,161
301,-59.62990818381057,38.12935261767725,-1,False,True,50
302,6679.8745822214305,66.71241467263361,3,True,False,161
303,-109.27896263497091,14.350854427838744,-2,False,True,25
304,-51.652955030752,10.11910167684965,-2,False,True,26
305,19831.80671033153,50.057820072571566,3,True,False,161
306,19854.99092186552,92.96584494574354,3,True,False,161
307,27603.06792535615,70.38156156022909,3,True,False,161
308,-38.8095288383405,39.807119372501944,0,False,True,51
309,-92.79931796236873,36.382896175455194,-2,False,True,49
310,22623.737445193896,76.98795195688554,3,True,False,161
311,24401.887019709768,81.11663413094014,3,True,False,160
312,22280.789599857697,85.10319353473224,3,True,False,161
313,10883.684180046415,48.504688311625856,2,False,True,87
314,20683.523093668522,84.47834907445585,3,True,False,161
315,-62.02729395871043,13.179447783383079,-2,False,True,19
316,21427.700570438934,64.38644969710906,3,True,False,141
317,13372.732727330404,64.40696098894396,3,True,False,161
318,18883.39927460522,49.015422037388255,3,True,False,161
319,10103.546390427322,57.0416680523738,3,True,False,107
320,17203.775827153873,59.243111544123785,3,True,False,161
321,18746.66415264532,98.67148342601934,3,True,False,161
322,6190.138217981107,45.25555862103957,3,True,False,82
323,23034.92109895027,87.13280751671412,3,True,False,161
324,2937.208839788532,80.16876456246499,3,True,False,141
325,-8.457820300174442,-5.842365533839439,-1,False,True,3
326,-68.24900296969153,10.724010820090836,-1,False,True,19
327,10107.904510147666,57.52141209948663,3,True,False,106
328,18782.5364499596,65.86897574462581,3,True,False,138
329,23006.559992892497,56.403697710331436,3,True,False,161
330,16953.00643780204,72.90880574176646,3,True,False,161
331,16868.47963526714,82.85645023077684,3,True,False,143
332,21822.416409706035,67.03706371410499,3,True,False,161
333,3833.28396609209,35.614006146919685,2,False,True,80
334,8373.110497229947,52.80562310901213,3,True,False,94
335,7275.596887595791,62.347720446026926,2,False,True,94
336,2562.7073885590826,33.196170819714006,3,True,False,68
337,-16.563234161653796,64.28766128360606,-1,False,True,79
338,24464.455696818197,98.45188275241874,3,True,False,161
339,27630.390174467022,68.04958627354169,3,True,False,161
340,20894.333996091573,91.83712510288538,3,True,False,161
341,4684.464480985351,76.33858339483099,3,True,False,161
342,-90.56495870769734,36.81986862611242,-1,False,True,100
343,2802.783887880426,52.67123908579342,3,True,False,62
344,17502.444881752584,63.7539929217986,3,True,False,161
345,-67.30864274907995,50.43619996057634,-1,False,True,54
346,16590.04695178463,111.93938715593467,3,True,False,161
347,-80.39668350154157,17.575552694980257,-2,False,True,112
348,-15.565349385653938,41.332427218805584,-1,False,True,52
349,6052.355473578714,69.48831565853708,2,False,True,96
350,-45.090931697612504,29.683537263267535,-2,False,True,58
351,12293.153276870209,43.25477660562154,3,True,False,106
352,1390.8932920433062,57.658567722266945,3,True,False,59
353,17120.04110559574,78.54879346887,3,True,False,147
354,21929.894969528326,66.51933039889731,3,True,False,137
355,21145.76802667865,80.28826749930599,3,True,False,161
356,17512.600567719393,105.07094348344881,3,True,False,161
357,10466.549762955283,88.81354894826413,3,True,False,161
358,22098.175301002393,101.74102956528624,3,True,False,161
359,-35.40630164012823,46.263205264298634,1,False,True,91
360,16125.886189023156,54.38000658408498,3,True,False,132
361,5067.5232558329335,45.73355543922115,2,False,True,61
362,3833.610244703025,66.4825521115287,3,True,False,125
363,-59.721930253020766,47.11183679917384,-1,False,True,50
364,27360.41251973109,75.15522092455623,3,True,False,161
365,25237.85943219616,81.13401698422467,3,True,False,161
366,6932.715227922589,62.22770034406976,3,True,False,88
367,-2.2353037068000674,60.353243580926616,-1,False,True,135
368,16246.15079393313,76.97118612346293,3,True,False,161
369,23300.46079646103,74.29637833206598,3,True,False,161
370,-33.38373275738917,47.03491963809687,-2,False,True,145
371,107.33286855571609,36.54239590537314,1,False,False,161
372,-25.913985889030776,15.789124827827699,-1,False,True,91
373,25184.954980207407,91.4381921480261,3,True,False,161
374,23510.70410219323,87.41064529252552,3,True,False,161
375,25935.806623152126,90.71121636673902,3,True,False,161
376,-18.093258740060797,31.329339058605594,0,False,True,53
377,14390.854485034466,100.13433550606256,3,True,False,161
378,9431.241264285141,65.39465755174425,2,False,True,85
379,-44.623669129044586,43.20030209215713,-1,False,True,37
380,105.58347869810085,34.101363957364896,1,False,False,161
381,6337.863063949379,75.11089667052994,2,False,True,129
382,17222.756402706582,99.08676764665891,3,True,False,161
383,25735.305254678984,88.18377356157158,3,True,False,161
384,26884.91429436537,59.15932632641121,3,True,False,161
385,14220.055436716979,53.71080519745731,3,True,False,115
386,79.38221997315256,66.63620926768355,3,True,False,161
387,21660.19035360404,84.72729494371691,3,True,False,161
388,26186.34593089552,91.32860283405047,3,True,False,161
389,3053.5017649318893,70.68228365070453,3,True,False,161
390,25950.201312408524,74.56114833184544,3,True,False,161
391,20903.238836422686,72.78129485269719,3,True,False,161
392,16239.07418949864,84.25947304780954,2,False,True,154
393,21343.832932131525,73.77666423714899,3,True,False,161
394,3828.6584739830805,68.0901991821232,3,True,False,128
395,21386.488755274917,88.3403338526638,3,True,False,161
396,18265.422920932702,99.59343612071197,3,True,False,161
397,16098.519441728033,74.69623099002797,3,True,False,161
398,12098.130311850797,59.59785938368748,2,False,True,110
399,110.49774395277596,43.22931010104947,2,False,False,161
400,5766.53636153381,73.61825249823424,3,True,False,88
401,24053.635832539607,76.23402541698242,3,True,False,161
402,20623.496776765827,91.61512653519891,3,True,False,161
403,-95.49344601520781,33.98726285814429,-1,False,True,28
404,-118.68280048512376,36.519243414123885,-2,False,True,49
405,186.35038071721928,101.18575832071973,1,False,False,161
406,19893.62401482042,107.99210700397403,3,True,False,161
407,27411.06483088426,61.27830652308079,3,True,False,161
408,25669.493788072676,82.11316974096486,3,True,False,161
409,21611.38157370144,88.48015851651397,3,True,False,161
410,128.0178078377015,48.50687603524843,2,False,False,161
411,20841.994470234575,45.39058292032693,3,True,False,161
412,-32.80484609028315,39.00155476152664,-1,False,True,33
413,27372.138962495,53.96122913850218,3,True,False,161
414,22732.793664854584,54.42303733422011,3,True,False,161
415,28551.316543140856,65.69145307089322,3,True,False,161
416,26897.62079097554,64.61807241850502,3,True,False,161
417,28683.08716743979,68.60593289445144,3,True,False,161
418,13133.5525586525,59.55443887147743,2,False,True,110
419,8516.823442697321,53.77143375730213,3,True,False,161
420,25676.01950562866,104.46157893178969,3,True,False,161
421,16542.778881416507,94.8140363286063,3,True,False,161
422,12495.048456839997,61.33423073820215,3,True,False,93
423,1417.6738381830985,59.51511870980895,3,True,False,79
424,23251.670072871657,89.45996048427325,3,True,False,161
425,24251.073202229512,102.94007973109301,3,True,False,161
426,10756.084256942428,88.52215683803368,3,True,False,161
427,-30.741864031520507,30.727919560803702,1,False,True,28
428,43.19933110210032,55.646598707385216,1,False,True,105
429,24471.463400313896,100.21552649224544,3,True,False,161
430,-27.382763833466583,73.63187889574652,-1,False,True,76
431,27115.296837675647,92.69777490402605,3,True,False,161
432,20398.54480942007,115.10700135639452,3,True,False,161
433,97.04775203450154,87.27820022986356,-1,False,True,138
434,-72.09234810292715,37.9843572243997,-2,False,True,90
435,22108.22964385248,110.83170516320767,3,True,False,161
436,2182.9296129563763,44.86545021179035,2,False,True,73
437,18837.71588590194,43.86879838949879,2,False,True,151
438,3811.282805578254,55.60868813122442,3,True,False,73
439,16989.79017719361,63.14778170025038,3,True,False,150
440,724.8175965257387,53.73610615066809,2,False,True,60
441,21079.018945931533,84.52168448356868,3,True,False,161
442,-2.2665218862406604,51.195294779607806,0,False,True,46
443,23287.822915758214,99.29320917260276,3,True,False,161
444,-58.187577368481584,30.27301284296772,-2,False,True,39
445,-36.70680016836532,60.38720889927965,-1,False,True,67
446,-40.83110006396547,42.9972265879687,1,False,True,66
447,-41.18479563466674,35.62321707644521,1,False,True,30
448,7924.493111562129,55.08158370812438,3,True,False,96
449,7699.785852040726,66.43041198268683,3,True,False,91
450,10600.063984238295,56.40620340259537,3,True,False,99
451,11345.24597958669,78.69435199616669,2,False,True,128
452,-128.59495241693307,16.07204501826847,-2,False,True,57
453,190.30168603022722,68.75566859777676,2,False,False,161
454,-82.93760240150797,53.633813547863504,-1,False,True,79
455,10947.871863071705,82.58774571426294,3,True,False,161
456,25422.679413477064,59.553207174850066,3,True,False,161
457,6164.008162276241,48.03947861867958,3,True,False,161
458,9.495137525092773,50.867333114301154,-2,False,True,84
459,-59.62984539160759,3.8204791711404686,-2,False,True,6
460,25705.137619445755,96.12051370658197,3,True,False,161
461,21851.33941298117,97.4295096595375,3,True,False,161
462,5682.5462402586445,88.74135581011474,3,True,False,161
463,17026.41558748868,72.21251046034645,3,True,False,161
464,-91.17109642151013,24.370382761225773,-2,False,True,52
465,-42.79059950696328,55.36499548632635,0,False,True,65
466,-83.93506412358514,41.62219726549924,-1,False,True,55
467,12785.330423381623,77.28230208714005,3,True,False,119
468,3.2201217120761925,52.756993933485205,1,False,True,80
469,19122.723613458587,65.44553379189512,3,True,False,161
470,23955.846174679722,56.54397619918856,3,True,False,161
471,23072.195119048138,83.42454503337456,3,True,False,161
472,23220.675371356072,81.26046584767238,3,True,False,161
473,23276.602934507155,92.879446267765,3,True,False,161
474,17972.898397025547,75.78891586827122,3,True,False,161
475,1189.9904120714514,50.059120742812574,2,False,True,99
476,24007.41674526048,92.53182089124499,3,True,False,161
477,-81.3989443958601,39.69264778568145,-2,False,True,76
478,12378.309090260394,90.51659376710673,3,True,False,161
479,31496.726106795017,85.60530756106591,3,True,False,161
480,5344.400645586332,58.47060563297814,2,False,True,99
481,-49.76967369797481,20.353799284177963,-1,False,True,117
482,19179.213774740234,69.73542425172074,3,True,False,161
483,-84.65544927979622,45.73297002043951,-1,False,True,62
484,10809.787181774534,64.99338759499551,3,True,False,97
485,-22.204474432201643,26.743648892173724,0,False,True,56
486,-46.40317717351783,17.56473450484865,-1,False,True,55
487,20167.67720451238,107.13299202769139,3,True,False,161
488,29827.22745425581,78.99174588603968,3,True,False,161
489,18721.525510927884,109.9497965144725,3,True,False,161
490,217.5983711411379,92.59755788911781,2,False,False,161
491,13063.986446528615,79.54647999869994,2,False,True,107
492,1626.5146974415811,50.40684308781991,3,True,False,55
493,7660.286130047218,42.70936832314147,3,True,False,98
494,27.173468380488067,47.42678738766168,-1,False,True,100
495,-52.19725482132833,73.04724828677345,-1,False,True,76
496,22332.54829495694,82.02725740857113,3,True,False,161
497,128.41340894220585,34.002558351450766,1,False,False,161
498,-50.697900157627586,37.88998890792319,0,False,True,37
499,24699.02592405826,78.31837013211332,3,True,False,161
500,20171.83233031871,93.52357832775725,3,True,False,161
501,1621.6514633680408,46.011424559940316,3,True,False,99
502,22132.440699380473,74.43660381021792,3,True,False,161
503,-66.36504165529985,27.881742100199432,-1,False,True,54
504,15.239912703994754,32.95909685331473,2,False,False,161
505,161.59425097064735,60.85812417178907,2,False,False,161
506,9893.833582917734,53.52132927564031,2,False,True,101
507,19749.923837617356,56.48846367228491,3,True,False,126
508,18881.733673933446,49.76079767062546,3,True,False,161
509,10389.061562831403,67.84175668009735,2,False,True,112
510,20875.340825831394,97.8217739813741,3,True,False,161
511,21671.81115161533,42.47726101766565,3,True,False,141
512,11811.791778301838,67.21437895677306,3,True,False,107
513,27140.585461850795,57.105269971534696,3,True,False,161
514,3400.2806369414106,51.40572148965934,3,True,False,124
515,14454.851474826202,57.276202867962446,3,True,False,109
516,20870.842648562557,95.21522114937282,3,True,False,161
517,6984.25928928493,35.08030954034204,2,False,True,70
518,8273.966682625414,75.30898890742658,2,False,True,115
519,17.075489568503492,47.77759703335344,0,False,True,66
520,1207.9287395296988,63.45166821790903,2,False,True,66
521,-42.27771137327427,55.18250750044865,-1,False,True,121
522,3309.1687746695743,77.43270605473494,3,True,False,161
523,26192.99949374632,107.99318235369887,3,True,False,161
524,23208.17439843523,55.66166989887956,3,True,False,161
525,19027.871912742787,87.4399646995696,3,True,False,147
